lens_id,jurisdiction,date_published,doc_key,publication_type,publication_reference_jurisdiction,publication_reference_kind,publication_reference_date,application_reference_jurisdiction,application_reference_kind,application_reference_date,priority_claims_earliest_claim_date,invention_title,numApplicants,numInventors,references_cited_patent_count,references_cited_npl_count,priority_claim_jurisdiction,abstract,abstract_lang,owner,title_lang
049-578-469-852-534,RU,2018-09-04,RU_2665732_C1_20180904,GRANTED_PATENT,RU,C1,2018-09-04,RU,A,2017-11-20,2017-11-20,MIXTURE FOR MAKING POROUS AGGREGATE,1,1,6.0,,RU,"FIELD: chemistry; construction.SUBSTANCE: invention relates to production porous aggregates for concrete. Mixture for making porous aggregate contains, wt. %: montmorillonite clay 89.0–93.5, ground before passing through a sieve 063 coal 2.0–3.0, ground before passing through a sieve 063 dolomite 3.0–8.0, soap stock 0.5–1.0.EFFECT: improvement of porous filler obtained from mixture, intensification of burning process.1 cl, 1 tbl",en,,de
049-749-889-453-63X,CN,2021-01-08,CN_112196152_A_20210108,PATENT_APPLICATION,CN,A,2021-01-08,CN,A,2020-09-21,2020-09-21,Construction process of retarded concrete wall body,1,12,,,CN,"The invention provides a construction process of a retarded concrete wall body. The construction process comprises the steps of defining a construction area on the ground, preparing ardealite powder,preparing a wall body framework, preparing a plurality of wall body formworks, hoisting the wall body formworks, preparing retarded concrete, removing all impurities in the wall body framework and thewall body formworks, pouring cement mortar, pouring the retarded concrete into the wall body framework in multiple times, vibrating the retarded concrete, maintaining the retarded concrete wall bodyand dismantling a protective material. According to the technical scheme, ardealite is adopted to replace natural gypsum to prepare the retarded concrete, the concrete setting speed is decreased, theconcrete setting strength is improved through sufficient vibration, and in addition, a large number of through-wall screws are adopted, so that the structural strength of an existing wall body formwork supporting system is greatly enhanced, the flatness of the two sides of a poured wall body is effectively guaranteed, and the construction process has the advantages that the wall body formworks areconvenient to install, the poured wall body is good in quality and low in cost, raw materials are saved, construction time is shortened, and environmental pollution is reduced.",en,,en
050-228-524-724-822,BR,2020-09-24,BR_112020007112_A2_20200924,PATENT_APPLICATION,BR,A2,2020-09-24,BR,A,2018-10-11,2017-10-11,monólitos não queimados,1,2,,,EP,"a invenção refere-se a métodos para produção de um objeto de polímero inorgânico de um precursor no qual o precursor consiste em um ou mais ou compreende um ou mais selecionado a partir do grupo consistindo em bauxita contendo gibsita, resíduo contendo gibsita do processo bayer, bauxita contendo gibsita termicamente processada, e resíduo contendo gibsita termicamente processado do processo bayer, o método compreendendo as etapas de ativação alcalina de referido precursor, mistura do precursor, moldagem do precursor misturado, e cura hidrotermicamente do precursor moldado a uma temperatura entre 70 °c e 350 °c.",pt,,pt
050-276-871-840-250,KR,2015-10-21,KR_20150117753_A_20151021,PATENT_APPLICATION,KR,A,2015-10-21,KR,A,2014-04-10,2014-04-10,USING SEWAGE SLUDGE METHOD OF PRODUCING MINERAL CONSTRUCTION MATERIALS,3,4,,,KR,"The present invention relates to a method for manufacturing mineral construction material by using sewage sludge, capable of producing and recycling various construction materials by inserting an inorganic substance and industrial waste into an extruder after drying sewage sludge, separating dried sewage sludge into the inorganic substance and an organic substance, and providing melted extruded construction materials. The present invention relates to the method for manufacturing construction materials molded by the construction materials through melt-extrusion after inserting and drying the sewage sludge, comprising the following steps: drying the sewage sludge to maintain 32-38% of water content by heating the sewage sludge having 67-75% of water content at 150-300 deg. C after putting the sewage sludge into a kiln; separating the agglomerated sewage sludge by inserting the sewage sludge into a trumbull which rotates at 25-120 rpm/min; separating the inorganic substance and the organic substance by passing the sewage sludge through a punching net having a size of 2.8-3.2 mm; and heating/melting/extruding 30-70 parts by weight of the inorganic substance and 30-70 parts by weight of the industrial waste composed of one among PP, PE, plastic waste, REF plastic, and FRP in the extruder in which a pair of screws rotate at 100-300 deg. C.",en,,de
051-152-052-597-316,CN,2020-03-31,CN_110937876_A_20200331,PATENT_APPLICATION,CN,A,2020-03-31,CN,A,2019-12-18,2019-12-18,Polymer fiber concrete water permeable brick based on solid waste and preparation method thereof,1,6,7.0,,CN,"The invention provides a polymer fiber concrete water permeable brick based on solid waste and a preparation method thereof, and belongs to the field of building materials. The polymer fiber concretewater permeable brick is prepared from the following raw materials in parts by weight: 30 to 50 parts of dredged mud; 10 to 15 parts of ferronickel slag fiber; 5 to 10 parts of polymer modified bamboofiber; 20 to 30 parts of waste ceramic; 10-20 parts of ceramsite, 10-20 parts of construction waste, 20-30 parts of Portland cement, 5-10 parts of desulfurized gypsum, 5-10 parts of silica powder, 1-8 parts of sodium carboxymethyl cellulose, 2-3 parts of beta-naphthalene sulfonic acid formaldehyde condensate, 1-2 parts of sulfonated melamine formaldehyde condensate, 5-20 parts of water glass, 2-5parts of bentonite and 150-200 parts of water. The density of the polymer fiber concrete is less than or equal to 1566kg/m < 3 >; the water permeable brick has the compressive strength of more than or equal to 36.48 MPa, the splitting tensile strength of more than or equal to 6.63 MPa and the water permeability coefficient of more than or equal to 26.8 mm/s, has excellent mechanical properties and water permeability, can prevent water accumulation on the road surface, and is rich in internal pores, so that noise generated during vehicle driving can be reduced, and a quiet and comfortable environment is created.",en,,en
051-410-418-938-920,US,2016-05-19,US_20160137500_A1_20160519,PATENT_APPLICATION,US,A1,2016-05-19,US,A,2013-06-21,2012-06-22,"MODIFIED SULFUR, METHOD FOR PREPARING SAME, APPARATUS FOR PREPARING SAME, AND USE THEREOF",1,6,,,KR,"Disclosure relates to modified sulfur, preparation method thereof, preparation equipment thereof. The modified sulfur has spinnability or includes micro-structures such as fiber-, film- and network-like structure. The modified sulfur can be prepared by inducing polymerization with ultrasonic or ageing. The modified sulfur has various excellent features such as anticorrosiveness, waterproofing, strength, and fast drying and can control the features depending on its viscosity or polymerization degree. In addition due to the above features, the modified sulfur can be applied to anticorrosive or waterproofing material and can prepare anticorrosive or waterproofing material which has good workability, hardening, salt spray resistance, and weldability exceeding a certain level, and specially improved adhesiveness. Furthermore, when applying the modified sulfur to asphalt composition, gelation and depression are reduced, properties such as bending strength and tensile strength are improved, and it is possible to obtain asphalt composition with good working stability at RT.",en,{'value': 'KOREA INSTITUTE OF SCIENCE AND TECHNOLOGY'},de
052-187-880-194-500,CN,2022-03-18,CN_114195468_A_20220318,PATENT_APPLICATION,CN,A,2022-03-18,CN,A,2022-01-05,2022-01-05,Method for producing roadbed material by utilizing dredged sludge and construction waste,1,2,2.0,1.0,CN,"The invention discloses a method for producing a roadbed material by using dredged sludge and construction waste, relates to the field of solid waste recycling, consumes the construction waste and obtains a construction material at the same time, and comprises the following steps: (1) uniformly mixing powder obtained by crushing and screening the construction waste with dredged sludge according to a certain proportion; (2) adding a certain amount of lime into the composite powder; and (3) adding a proper amount of a water-resistant molding agent, water and cement into the ash covering powder. The roadbed material is prepared by taking the powder obtained by crushing and screening the construction waste and the dredged sludge as raw materials, adding the solid waste water-resistant molding agent, the lime and the cement, mixing, compacting and curing, and the roadbed material has the advantages of good water resistance, high mechanical value, low price, environmental protection and carbon emission reduction, and changes waste into valuable substances.",en,,en
052-703-090-434-31X,CN,2022-11-08,CN_115304349_A_20221108,PATENT_APPLICATION,CN,A,2022-11-08,CN,A,2022-09-06,2022-09-06,Iron salt modified magnesium phosphate arsenic fixing cement and preparation method thereof,1,17,8.0,,CN,"The invention discloses ferric salt modified magnesium phosphate arsenic fixing cement and a preparation method thereof. The ferric salt modified magnesium phosphate arsenic fixing cement is prepared from the following raw materials: magnesium oxide, ferric salt, KH2PO4 or Ca (H2PO4) 2, arsenic-containing solid waste and a retarder. The preparation method comprises the following steps: uniformly mixing the magnesium oxide, the ferric salt, the monopotassium phosphate, the monocalcium phosphate, the arsenic-containing solid waste, the retarder and the like, adding water, stirring to obtain a mixture, pouring the mixture into a mold for molding, demolding, and curing in a curing box for 28 days. The method is simple in process flow and high in arsenic curing rate, has the characteristics of early strength and rapid hardening of magnesium phosphate cement, and also has a strong arsenic fixing effect. The arsenic leaching concentration of the solidified body is lt; and the toxicity test meets the TCLP requirement, and the filling gelling agent can be used as a filling gelling agent for efficiently and stably curing arsenic and is used for multiple scenes such as underground landfill, surface arsenic pollution coverage and mine area arsenic pollution treatment.",en,,en
053-275-999-667-754,CA,2017-11-16,CA_3060015_A1_20171116,PATENT_APPLICATION,CA,A1,2017-11-16,CA,A,2017-05-11,2016-05-11,IMPROVED PRODUCTION OF AGGREGATES,1,2,,,GB,"An improved process for the preparation of aggregates for use with mixtures of various carbonatable substances, in particular mixtures comprising pulverised fuel ash and/or steel slag. The mixtures also comprise a carbonatable binder. The process comprises the steps of a. blending a combination of two carbonatable wastes, b. mixing the blended carbonatable waste with a carbonatable binder, c. mixing the blended carbonatable waste and binder with water, and d. carbonating the damp blended carbonatable waste in the presence of carbon dioxide.",en,,tl
053-822-708-692-934,CN,2022-12-30,CN_115368068_B_20221230,GRANTED_PATENT,CN,B,2022-12-30,CN,A,2022-10-27,2022-10-27,抗泛碱焚烧垃圾底灰地聚物实心砖的制备方法及实心砖,1,2,,,CN,本发明提供抗泛碱焚烧垃圾底灰地聚物实心砖的制备方法及实心砖，涉及工业固废利用技术领域。所述抗泛碱焚烧垃圾底灰实心砖，包括焚烧垃圾底灰30～60％，抗碱活性粉料4～8％，固废基微粉10～50％，激发剂5～10％，废弃纤维0.1～0.5％及水10～20％。拆模时间短，制备过程无需煅烧，无需蒸养，强度发展速率快。本发明基于多元固废复合体系，充分激发粉煤灰、钢渣等固体废弃物的火山灰活性，掺加抗碱活性粉料粉料，并对焚烧垃圾底灰骨料和试件表面进行疏水处理以提升实心砖的抗泛碱性能，制备上述实心砖可以将焚烧垃圾底灰进行规模化利用，进而有效缓解现有焚烧垃圾底灰堆放或填埋造成的环境污染。,zh-cn,,zh-cn
